City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Yellowknife,62.46,-114.35,14.0,85,90,9.17,CA,1606238582
Saint-Augustin,51.23,-58.65,36.28,94,100,9.53,CA,1606238582
Castro,-24.79,-50.01,81.27,39,0,2.44,BR,1606238542
Kapaa,22.08,-159.32,71.6,94,90,24.16,US,1606238584
Khatanga,71.97,102.5,10.49,96,99,6.8,RU,1606238584
Baykit,61.67,96.37,8.11,92,99,1.86,RU,1606238584
Esperance,-33.87,121.9,62.6,82,90,17.22,AU,1606238585
Mayo,38.89,-76.51,50.0,42,1,5.91,US,1606238585
Kloulklubed,7.04,134.26,78.8,83,75,4.7,PW,1606238586
Mahébourg,-20.41,57.7,75.2,88,75,12.75,MU,1606238586
Makakilo City,21.35,-158.09,75.2,88,75,4.7,US,1606238587
Salinas,36.68,-121.66,53.6,81,1,11.41,US,1606238545
Poum,-20.23,164.02,76.66,75,45,15.88,NC,1606238588
Lompoc,34.64,-120.46,55.99,81,1,3.87,US,1606238581
Pochutla,15.74,-96.47,86.0,62,20,8.05,MX,1606238588
Salalah,17.02,54.09,80.6,69,0,3.36,OM,1606238589
Lebu,-37.62,-73.65,61.12,67,41,11.88,CL,1606238589
Norman Wells,65.28,-126.83,-5.8,83,75,5.82,CA,1606238590
San Fernando del Valle de Catamarca,-28.47,-65.79,100.0,33,17,8.01,AR,1606238441
Kaitangata,-46.28,169.85,44.01,89,0,1.99,NZ,1606238591
La Ronge,55.1,-105.28,12.2,85,55,2.24,CA,1606238589
Yulara,-25.24,130.99,82.4,20,22,9.17,AU,1606238592
Camalú,30.85,-116.07,61.0,51,0,1.01,MX,1606238592
Gloversville,43.05,-74.34,39.0,47,1,8.05,US,1606238592
Ségou,13.43,-6.22,89.44,12,40,5.99,ML,1606238593
Wilmington,34.23,-77.94,57.0,37,1,6.93,US,1606238341
Bonavista,48.65,-53.11,53.6,93,100,14.99,CA,1606238594
Ancud,-41.87,-73.82,63.0,62,90,8.05,CL,1606238595
Atuona,-9.8,-139.03,78.55,73,34,15.39,PF,1606238596
Limerick,52.66,-8.62,42.8,93,90,5.82,IE,1606238597
Pedernales,18.04,-71.74,87.8,79,40,11.41,DO,1606238597
Kahului,20.89,-156.47,73.4,88,75,14.99,US,1606238489
Bestöbe,52.5,73.1,12.18,96,67,4.32,KZ,1606238599
Ushuaia,-54.8,-68.3,44.6,70,75,18.34,AR,1606238409
Talnakh,69.49,88.4,15.8,92,75,20.13,RU,1606238600
Newton,42.34,-71.21,44.6,44,0,12.75,US,1606238600
Butaritari,3.07,172.79,81.37,79,8,14.9,KI,1606238601
Puerto Ayora,-0.74,-90.35,75.2,78,90,9.17,EC,1606238546
Hualmay,-11.1,-77.61,69.62,65,36,10.76,PE,1606238601
Cherskiy,68.75,161.3,-6.72,91,91,5.57,RU,1606238602
Lufilufi,-13.87,-171.6,71.6,94,40,3.36,WS,1606238602
Taoudenni,22.68,-3.98,70.75,23,59,12.53,ML,1606238603
Geraldton,-28.77,114.6,69.8,73,0,18.34,AU,1606238603
Bereda,43.27,-7.54,55.99,74,72,7.0,ES,1606238604
Bluff,-46.6,168.33,43.0,94,6,5.12,NZ,1606238604
Doha,25.29,51.53,73.4,56,0,8.05,QA,1606238495
Sakakah,29.97,40.21,66.2,39,0,6.93,SA,1606238605
Berlevåg,70.86,29.09,28.4,74,40,8.05,NO,1606238606
Hasaki,35.73,140.83,51.8,81,75,11.41,JP,1606238606
Busselton,-33.65,115.33,55.99,87,23,1.99,AU,1606238607
Mataura,-46.19,168.86,43.0,94,0,2.35,NZ,1606238607
Hirara,24.8,125.28,74.17,76,84,20.27,JP,1606238608
Meulaboh,4.14,96.13,78.62,84,100,3.94,ID,1606238609
Prata,-19.31,-48.92,86.36,44,30,8.55,BR,1606238609
Jamestown,42.1,-79.24,39.0,69,90,1.28,US,1606238610
Nerchinskiy Zavod,51.31,119.61,2.79,89,0,3.06,RU,1606238610
San Jose,37.34,-121.89,54.0,81,20,1.19,US,1606238360
Wau,7.7,28.0,87.75,30,2,3.33,SS,1606238611
Virtsu,58.57,23.51,42.01,90,100,1.99,EE,1606238612
Nacogdoches,31.6,-94.63,66.99,77,90,11.41,US,1606238612
Kavieng,-2.57,150.8,83.1,75,100,11.23,PG,1606238612
Doka,13.52,35.77,81.73,20,44,5.59,SD,1606238613
Atasū,48.68,71.64,6.98,92,0,7.67,KZ,1606238613
Pontes e Lacerda,-15.23,-59.34,105.94,20,6,5.68,BR,1606238614
New Norfolk,-42.78,147.06,55.99,73,42,3.09,AU,1606238614
Flinders,-34.58,150.86,63.0,89,97,5.08,AU,1606238615
Nokia,61.47,23.5,28.0,100,0,2.24,FI,1606238616
Uchaly,54.3,59.45,17.2,91,100,6.15,RU,1606238617
Saint Paul Harbor,57.79,-152.41,39.2,64,1,3.36,US,1606238617
East London,-33.02,27.91,66.2,55,0,11.41,ZA,1606238618
Faanui,-16.48,-151.75,80.29,78,25,9.4,PF,1606238618
Lazarev,52.23,141.51,13.05,85,0,9.64,RU,1606238619
Chui,-33.7,-53.46,84.15,55,95,10.4,UY,1606238619
Bathsheba,13.22,-59.52,86.0,66,40,19.46,BB,1606238619
Bawku,11.06,-0.24,92.05,17,0,5.06,GH,1606238620
Vila Velha,-20.33,-40.29,78.01,100,75,9.17,BR,1606238621
Zrenjanin,45.38,20.38,41.0,93,90,1.12,RS,1606238621
Srednekolymsk,67.45,153.68,-2.87,92,100,9.33,RU,1606238621
Mar del Plata,-38.0,-57.56,66.2,93,90,11.41,AR,1606238543
Mūlanūr,10.77,77.72,74.75,81,99,5.68,IN,1606238622
Tiksi,71.69,128.87,-1.12,92,100,8.01,RU,1606238623
Annau,37.89,58.52,39.2,80,40,9.17,TM,1606238623
Samarai,-10.62,150.67,80.42,78,76,10.94,PG,1606238624
Queanbeyan,-35.35,149.23,57.2,87,90,5.82,AU,1606238342
Leningradskiy,69.38,178.42,21.85,97,100,2.98,RU,1606238624
Olafsvik,64.89,-23.71,36.46,81,97,23.98,IS,1606238625
Rocha,-34.48,-54.33,87.55,51,89,12.97,UY,1606238625
Ponta do Sol,32.67,-17.1,68.0,68,40,3.36,PT,1606238626
Willowmore,-33.29,23.49,56.73,65,11,20.49,ZA,1606238626
Manokwari,-0.87,134.08,79.95,79,100,3.2,ID,1606238627
Bredasdorp,-34.53,20.04,59.0,54,70,18.34,ZA,1606238411
Aklavik,68.22,-135.01,-4.0,83,40,2.26,CA,1606238628
Te Anau,-45.42,167.72,41.29,90,8,1.34,NZ,1606238628
Kadaya,50.93,119.29,2.62,91,0,3.4,RU,1606238629
Port Elizabeth,-33.92,25.57,62.6,72,40,28.86,ZA,1606238601
Don Luan,11.53,106.92,71.33,89,27,5.23,VN,1606238629
Lapeer,43.05,-83.32,33.01,77,90,5.82,US,1606238630
Neiafu,-18.65,-173.98,73.4,94,40,16.42,TO,1606238630
Tuatapere,-46.13,167.68,43.0,94,6,3.58,NZ,1606238631
Matara,5.95,80.54,78.42,82,100,13.27,LK,1606238631
Beira,-19.84,34.84,82.4,88,75,14.99,MZ,1606238631
Nanortalik,60.14,-45.24,29.62,97,100,15.57,GL,1606238632
Talcahuano,-36.72,-73.12,66.2,55,20,11.41,CL,1606238632
Viedma,-40.81,-63.0,79.0,35,8,12.01,AR,1606238633
Fuzhou,26.06,119.31,64.4,88,90,8.95,CN,1606238634
Bonfim,3.08,-59.95,89.73,56,50,6.44,BR,1606238635
Sterling,39.01,-77.43,48.99,42,20,4.7,US,1606238545
Chapais,49.78,-74.85,15.8,72,40,8.05,CA,1606238636
Vila,42.03,-8.16,53.01,85,91,11.01,PT,1606238637
Banepā,27.63,85.52,50.0,93,20,3.36,NP,1606238638
Anaconda,46.13,-112.94,32.0,87,1,4.7,US,1606238638
Daşoguz,41.84,59.97,32.0,95,90,2.24,TM,1606238638
Santa Inês,-3.67,-45.38,89.71,58,31,5.53,BR,1606238639
Hong Kong,22.29,114.16,73.0,83,32,1.01,HK,1606238639
Vakhrushev,48.98,142.97,25.93,88,2,7.76,RU,1606238640
Safi,32.3,-9.24,66.11,69,27,5.75,MA,1606238641
Cabo San Lucas,22.89,-109.91,82.0,47,75,5.39,MX,1606238627
Baculin,7.45,126.58,78.12,81,87,10.29,PH,1606238642
San Juan,-31.54,-68.54,83.86,25,1,17.11,AR,1606238642
Yucaipa,34.03,-117.04,57.2,58,5,3.38,US,1606238453
Isangel,-19.55,169.27,74.48,82,3,8.28,VU,1606238643
Ajdabiya,30.76,20.23,66.76,45,0,5.35,LY,1606238644
Dingle,11.0,122.67,74.77,92,99,8.84,PH,1606238644
Walvis Bay,-22.96,14.51,68.0,56,62,18.34,NA,1606238645
Copiapó,-27.37,-70.33,69.8,22,0,4.7,CL,1606238406
Saint George,37.1,-113.58,50.0,39,1,6.93,US,1606238646
Örnsköldsvik,63.29,18.72,30.2,100,90,5.82,SE,1606238646
Marco,25.97,-81.73,81.0,54,1,11.41,US,1606238502
Katwijk,52.19,4.42,48.0,89,94,1.99,NL,1606238647
Varadero,23.15,-81.25,78.8,78,75,12.75,CU,1606238648
Sittwe,20.15,92.9,75.49,73,82,7.49,MM,1606238649
Puerto Escondido,15.85,-97.07,86.0,70,5,5.82,MX,1606238595
Coquimbo,-29.95,-71.34,62.6,72,20,13.87,CL,1606238466
Mazyr,52.05,29.25,40.87,88,84,13.47,BY,1606238650
Tacuarembó,-31.73,-55.98,92.68,39,9,15.21,UY,1606238650
Farafangana,-22.82,47.83,74.53,83,18,10.6,MG,1606238651
Ürümqi,43.8,87.6,24.8,73,75,2.24,CN,1606238413
Behat,30.17,77.62,59.36,51,90,3.44,IN,1606238652
Biritiba-Mirim,-23.57,-46.04,82.4,42,40,6.93,BR,1606238652
Swan Hill,-35.34,143.55,61.48,68,47,5.12,AU,1606238653
Coari,-4.08,-63.14,83.55,86,100,2.55,BR,1606238653
Bara,10.37,10.73,93.2,24,0,16.11,NG,1606238653
Vila Franca do Campo,37.72,-25.43,59.0,58,20,18.34,PT,1606238654
Dikson,73.51,80.55,14.67,96,100,23.29,RU,1606238655
Guácimo,10.21,-83.68,75.2,69,75,19.46,CR,1606238655
Bintulu,3.17,113.03,77.0,94,40,3.36,MY,1606238656
Ulaangom,49.98,92.07,18.01,96,100,0.98,MN,1606238657
Kirensk,57.79,108.11,-0.53,91,57,3.58,RU,1606238657
Peretu,44.05,25.08,42.58,65,11,1.45,RO,1606238658
Codrington,-38.27,141.97,52.02,86,42,7.61,AU,1606238658
Saskylakh,71.92,114.08,-8.95,89,90,6.06,RU,1606238659
Kandrian,-6.22,149.55,78.31,84,100,7.16,PG,1606238659
Aripuanã,-9.17,-60.63,94.44,44,42,3.85,BR,1606238659
Araouane,18.9,-3.53,72.73,20,25,10.94,ML,1606238660
Baruun-Urt,46.68,113.28,16.11,96,99,3.74,MN,1606238661
Cayenne,4.93,-52.33,87.8,66,75,8.05,GF,1606238661
Kālāvad,22.22,70.38,75.0,38,0,6.96,IN,1606238661
Lisala,2.15,21.52,79.23,69,99,1.99,CD,1606238662
Patterson,37.47,-121.13,53.01,81,1,2.84,US,1606238662
Salgar,5.96,-75.97,73.99,60,40,6.93,CO,1606238663
Mnogovershinnyy,53.94,139.92,8.98,93,87,11.59,RU,1606238663
Bengkulu,-3.8,102.27,75.54,91,100,4.7,ID,1606238663
Kasongo-Lunda,-6.47,16.82,73.89,87,100,1.92,CD,1606238664
Skeldon,5.88,-57.13,83.64,76,51,7.7,GY,1606238664
Ilulissat,69.22,-51.1,17.6,44,20,28.86,GL,1606238665
Leshukonskoye,64.9,45.76,26.17,97,100,7.81,RU,1606238665
Gladstone,-23.85,151.25,77.0,69,94,3.36,AU,1606238606
Putina,-15.47,-69.43,54.97,43,0,7.78,PE,1606238666
Termez,37.22,67.28,37.4,64,40,9.17,UZ,1606238666
Ushtobe,45.25,77.98,17.53,91,0,7.54,KZ,1606238667
Khani,41.96,42.96,41.0,75,0,3.36,GE,1606238667
Māgadi,12.97,77.23,71.6,83,40,4.7,IN,1606238471
Caborca,30.58,-111.1,66.0,49,0,4.68,MX,1606238668
Pevek,69.7,170.31,13.53,96,100,1.97,RU,1606238668
Iqaluit,63.75,-68.51,-0.4,70,90,5.82,CA,1606238669
Harper,4.38,-7.72,80.62,82,59,9.01,LR,1606238669
Alta Floresta,-9.88,-56.09,90.03,53,42,6.38,BR,1606238670
Kutum,14.2,24.67,72.91,20,24,10.85,SD,1606238670
Pangnirtung,66.15,-65.71,5.0,71,75,3.36,CA,1606238671
Bambous Virieux,-20.34,57.76,77.0,88,75,12.75,MU,1606238671
Saint-Pierre,-21.34,55.48,75.2,78,64,11.14,RE,1606238671
San Patricio,28.02,-97.52,82.0,65,75,27.51,US,1606238672
Kigorobya,1.62,31.31,72.1,81,86,2.91,UG,1606238672
Conde,-7.26,-34.91,82.4,65,75,18.34,BR,1606238673
Nehe,48.48,124.83,22.64,96,100,6.17,CN,1606238673
Coahuayana Viejo,18.73,-103.68,82.4,61,20,11.41,MX,1606238673
Bethel,41.37,-73.41,45.0,45,20,3.36,US,1606238672
Raudeberg,61.99,5.14,48.2,81,75,16.11,NO,1606238675
Shoreline,47.76,-122.34,46.99,87,90,12.75,US,1606238622
Pacasmayo,-7.4,-79.57,68.83,70,3,14.36,PE,1606238676
Olinda,-8.01,-34.86,82.4,61,40,14.99,BR,1606238543
Provideniya,64.38,-173.3,32.02,98,100,16.31,RU,1606238677
Upernavik,72.79,-56.15,8.24,78,52,6.53,GL,1606238678
Oxford,51.75,-1.26,50.0,87,0,10.29,GB,1606238678
Mossamedes,-15.2,12.15,72.37,69,64,9.08,AO,1606238679
Camacha,33.08,-16.33,68.0,72,40,6.93,PT,1606238679
Whitefish,48.41,-114.34,34.0,100,90,2.77,US,1606238659
Shekhupura,31.71,73.98,59.0,67,75,9.17,PK,1606238680
Motomiya,37.52,140.4,45.0,83,86,1.5,JP,1606238655
Straumen,63.87,11.3,43.0,86,90,7.18,NO,1606238681
Port Macquarie,-31.43,152.92,59.0,92,83,6.62,AU,1606238681
Puerto Quijarro,-17.78,-57.77,107.65,18,0,6.51,BO,1606238682
Lavrentiya,65.58,-171.0,34.27,95,100,34.63,RU,1606238682
Mount Gambier,-37.83,140.77,51.8,93,6,4.7,AU,1606238583
Mlonggo,-6.53,110.7,79.48,77,100,3.15,ID,1606238683
Chara,56.91,118.26,-1.25,78,85,4.7,RU,1606238683
Villanueva de la Serena,38.98,-5.8,57.99,64,52,3.0,ES,1606238684
Vila Nova de Milfontes,37.72,-8.78,61.0,76,51,4.83,PT,1606238684
Shirokiy,49.76,129.52,11.14,92,41,5.06,RU,1606238684
Borogontsy,62.67,131.17,-21.93,87,93,1.05,RU,1606238685
Dabwāli,29.95,74.73,59.79,34,1,1.88,IN,1606238685
Santa Maria,-29.68,-53.81,96.8,26,0,10.29,BR,1606238686
Padang,-0.95,100.35,76.44,83,100,1.88,ID,1606238686
Labuhan,-6.88,112.21,79.88,82,100,10.71,ID,1606238687
Yangi Marg`ilon,40.43,71.72,26.6,86,100,4.7,UZ,1606238687
Tasiilaq,65.61,-37.64,21.2,73,75,8.05,GL,1606238687
Rosetta,31.4,30.42,68.0,72,40,4.7,EG,1606238462
Souillac,-20.52,57.52,75.2,88,75,12.75,MU,1606238688
Nampula,-15.12,39.27,89.01,58,40,17.22,MZ,1606238689
Marsabit,2.33,37.99,75.22,54,24,9.31,KE,1606238689
Jalingo,8.88,11.37,86.68,27,99,2.53,NG,1606238690
Kathu,7.92,98.33,86.0,88,40,1.12,TH,1606238690
Cidreira,-30.18,-50.21,76.19,71,4,17.31,BR,1606238690
Kuruman,-27.45,23.43,69.01,35,0,15.01,ZA,1606238691
Quang Ngai,15.12,108.8,73.62,90,62,2.08,VN,1606238685
Suez,29.97,32.53,68.58,68,80,12.33,EG,1606238692
Oktyabr'skiy,54.48,53.47,24.84,96,96,12.3,RU,1606238692
Oksovskiy,62.61,39.9,33.13,97,99,5.08,RU,1606238692
Pitimbu,-7.47,-34.81,86.0,62,75,17.22,BR,1606238693
Gabrovo,42.87,25.33,42.01,86,94,0.98,BG,1606238693
Todos Santos,23.45,-110.22,77.0,59,9,3.0,MX,1606238694
Nova Granada,-20.53,-49.31,90.86,37,4,8.1,BR,1606238562
Lüderitz,-26.65,15.16,63.99,62,0,25.57,NA,1606238597
Fortuna,40.6,-124.16,48.99,100,90,6.93,US,1606238696
Forsytheganj,52.63,29.73,39.24,93,89,8.23,BY,1606238697
La Rochelle,46.17,-1.15,50.0,76,0,8.05,FR,1606238470
Anloga,5.79,0.9,86.0,74,20,11.41,GH,1606238480
Vao,-22.67,167.48,74.16,71,0,10.71,NC,1606238698
Vung Tau,10.35,107.08,80.33,77,0,16.49,VN,1606238514
Stonewall,50.13,-97.33,33.8,98,90,10.29,CA,1606238699
Coxim,-18.51,-54.76,95.58,33,39,7.25,BR,1606238699
Dunedin,-45.87,170.5,52.0,86,0,1.99,NZ,1606238558
Verkhnyaya Inta,65.98,60.31,18.27,94,95,5.32,RU,1606238700
Nemuro,43.32,145.57,36.05,79,46,5.61,JP,1606238701
Alta Gracia,-31.65,-64.43,100.0,28,1,4.0,AR,1606238701
Banda Aceh,5.56,95.32,79.12,81,92,9.4,ID,1606238701
Guerrero Negro,27.98,-114.06,66.85,64,21,11.92,MX,1606238702
Yerbogachën,61.28,108.01,10.44,95,100,7.36,RU,1606238702
Shimoda,34.67,138.95,46.0,93,63,1.01,JP,1606238704
Jiuquan,39.74,98.52,19.31,86,100,3.18,CN,1606238704
Mineros,-17.12,-63.23,96.8,47,20,14.99,BO,1606238705
Havøysund,71.0,24.66,35.6,80,40,8.05,NO,1606238705
Mehamn,71.04,27.85,26.6,79,0,11.41,NO,1606238706
Grindavik,63.84,-22.43,37.4,74,75,14.99,IS,1606238706
San Cristobal,7.77,-72.22,86.0,66,40,13.87,VE,1606238707
Arraias,-12.93,-46.94,83.55,56,0,8.46,BR,1606238707
Maumere,-8.62,122.21,81.21,79,100,3.98,ID,1606238708
Jaguariaíva,-24.25,-49.71,86.0,63,0,5.01,BR,1606238708
Fairbanks,64.84,-147.72,3.2,84,90,3.15,US,1606238709
Newport,51.59,-3.0,54.0,92,86,4.0,GB,1606238709
Billings Metropolitan Area,45.78,-108.5,30.2,58,20,12.75,US,1606238710
Dalbandin,28.89,64.41,52.48,71,80,4.83,PK,1606238710
Longmont,40.17,-105.1,36.0,69,90,4.7,US,1606238575
Eruwa,7.53,3.42,88.41,45,93,3.53,NG,1606238711
Kālānwāli,29.85,74.95,60.82,33,0,2.75,IN,1606238711
Richards Bay,-28.78,32.04,74.08,78,79,11.32,ZA,1606238712
Weston,26.1,-80.4,82.0,61,40,12.75,US,1606238702
Xining,36.62,101.77,20.84,93,72,4.45,CN,1606238713
Livingston,55.9,-3.52,52.0,87,75,19.46,GB,1606238713
Mastic Beach,40.77,-72.85,48.2,45,20,16.11,US,1606238714
College,64.86,-147.8,3.2,77,90,3.09,US,1606238658
Kununurra,-15.77,128.73,75.2,100,40,13.87,AU,1606238621
Honiara,-9.43,159.95,73.4,100,75,9.17,SB,1606238717
Lithakia,37.72,20.83,57.2,82,0,4.61,GR,1606238717
Biak,-0.91,122.88,78.06,77,62,2.28,ID,1606238718
Byron Bay,-28.65,153.62,69.8,83,90,8.05,AU,1606238718
Faya,18.39,42.45,64.4,88,0,4.7,SA,1606238719
Piranhas,-16.43,-51.82,90.7,44,6,8.79,BR,1606238719
Camargo,27.67,-105.17,74.75,24,18,23.35,MX,1606238719
Piaçabuçu,-10.41,-36.43,81.63,62,66,12.08,BR,1606238720
Chake Chake,-5.25,39.77,79.54,79,2,5.99,TZ,1606238720
Sitka,57.05,-135.33,44.6,86,90,10.29,US,1606238721
Atar,20.52,-13.05,81.48,14,60,16.06,MR,1606238721
George,-33.96,22.46,55.4,100,75,13.87,ZA,1606238722
Marsá Maţrūḩ,31.35,27.25,66.2,72,75,8.05,EG,1606238722
Hwange,-18.37,26.5,78.67,66,97,14.83,ZW,1606238723
Kabompo,-13.59,24.2,69.89,86,100,1.01,ZM,1606238723
Charters Towers,-20.1,146.27,70.43,78,82,8.75,AU,1606238724
Glenwood Springs,39.55,-107.32,37.0,73,98,3.85,US,1606238724
Nome,64.5,-165.41,28.4,92,90,29.97,US,1606238542
Zhengjiatun,43.51,123.51,18.59,95,85,7.58,CN,1606238725
Selfoss,63.93,-21.0,37.4,85,90,2.24,IS,1606238725
Tilichiki,60.47,166.1,1.27,94,41,6.08,RU,1606238726
Inírida,3.87,-67.92,82.17,87,89,3.71,CO,1606238726
Vanavara,60.34,102.28,5.31,93,89,5.37,RU,1606238726
Bāndarban,22.2,92.23,61.75,82,65,1.86,BD,1606238727
Nynäshamn,58.9,17.95,46.99,96,100,1.99,SE,1606238727
Ramsar,36.92,50.64,46.4,93,0,2.24,IR,1606238728
Caravelas,-17.71,-39.25,77.86,83,70,9.28,BR,1606238728
Benīganj,27.28,80.45,64.76,28,57,1.12,IN,1606238729
Verkhnevilyuysk,63.45,120.32,-0.44,91,100,9.22,RU,1606238729
At-Bashi,41.17,75.81,9.36,63,38,1.5,KG,1606238471
Ugoofaaru,5.67,73.0,82.15,64,17,5.79,MV,1606238730
Likasi,-10.98,26.73,67.55,88,100,1.83,CD,1606238716
Ahipara,-35.17,173.17,64.87,90,100,13.87,NZ,1606238731
Dawei,14.08,98.2,76.3,82,98,6.04,MM,1606238605
Ust-Tsilma,65.44,52.15,25.05,94,100,7.54,RU,1606238732
Vostok,46.49,135.88,10.92,97,80,4.94,RU,1606238733
Kyrksæterøra,63.29,9.09,42.8,75,75,10.29,NO,1606238733
Kansk,56.2,95.72,4.59,94,47,2.44,RU,1606238734
Qaqortoq,60.72,-46.03,21.2,53,75,1.12,GL,1606238735
Santa Maria da Boa Vista,-8.81,-39.83,91.44,36,85,17.34,BR,1606238735
Evensk,61.95,159.23,3.0,91,99,7.94,RU,1606238736
Ayan,56.45,138.17,10.81,83,100,21.47,RU,1606238737
Salmās,38.2,44.77,30.2,86,0,2.24,IR,1606238724
Dvinskoy,62.15,45.12,25.84,98,100,6.44,RU,1606238738
San Francisco,37.77,-122.42,55.99,76,20,2.39,US,1606238167
Ambilobe,-13.2,49.05,78.6,65,72,6.24,MG,1606238739
Port Hawkesbury,45.62,-61.35,34.0,74,90,24.16,CA,1606238739
Los Llanos de Aridane,28.66,-17.92,75.2,64,0,5.82,ES,1606238740
Anadyr,64.75,177.48,26.6,92,75,31.32,RU,1606238740
Kipushi,-11.77,27.23,67.87,89,96,4.56,CD,1606238740
Zonianá,35.3,24.83,57.99,88,98,1.99,GR,1606238741
Sisophon,13.59,102.97,74.84,78,1,5.73,KH,1606238741
Yaan,7.38,8.57,87.91,44,93,2.44,NG,1606238742
Yago,21.83,-105.07,78.8,54,5,1.9,MX,1606238742
Airai,-8.93,125.41,61.75,100,84,0.83,TL,1606238742
Ucluelet,48.93,-125.55,46.99,100,90,9.17,CA,1606238743
Santander,43.46,-3.8,57.99,76,0,3.36,ES,1606238743
Beirut,33.89,35.49,69.8,56,20,5.82,LB,1606238452
Hofn,64.25,-15.21,37.42,78,98,16.8,IS,1606238744
Dwārka,22.24,68.97,74.28,70,0,11.34,IN,1606238745
Bulls,-40.17,175.38,53.01,90,100,3.0,NZ,1606238745
Prymors'k,46.73,36.34,40.19,80,76,11.01,UA,1606238745
Araceli,10.55,119.99,83.14,78,81,26.02,PH,1606238746
Kifrī,34.7,44.97,60.94,52,0,5.28,IQ,1606238746
Bandarbeyla,9.49,50.81,77.34,79,0,8.66,SO,1606238747
Koygorodok,60.45,51.0,22.6,97,100,7.34,RU,1606238748
Corsicana,32.1,-96.47,66.2,82,90,20.8,US,1606238529
Sibolga,1.74,98.78,76.06,80,100,1.48,ID,1606238749
Logroño,42.47,-2.45,48.0,75,0,3.36,ES,1606238683
